hoice {
  short: hoice
  graph: hoice
  cmd: "hoice"
  validator: ```
#!/bin/bash
bench="$1"
code="$2"
out="$3"
err="$4"

# Unsafe
unsafe="10"
# Safe
safe="0"

if [ `cat $out | grep -e "^sat" | wc -l | tr -d ' '` -ne 0 ] ; then
  hoice --check $out $bench
  if [ `echo "$?"` -ne 0 ] ; then
    exit 2
  fi
  exit $safe
elif [ `cat $out | grep -e "^unsat" | wc -l | tr -d ' '` -ne 0 ] ; then
  exit $unsafe
else
  exit 2
fi
  
  ```
}
085 "clauses/lia/termination/Ackermann03.smt2" 53.548359622 0
030 "clauses/lia/mochi/enc-rev_accum.smt2" timeout 124
095 "clauses/lia/termination/append02.smt2" 6.844626429 0
057 "clauses/lia/mochi/kmp.smt2" timeout 124
070 "clauses/lia/mochi/queen.smt2" timeout 124
094 "clauses/lia/termination/append01.smt2" 1.344644913 0
084 "clauses/lia/termination/Ackermann02.smt2" timeout 124
086 "clauses/lia/termination/Ackermann04.smt2" timeout 124
087 "clauses/lia/termination/Ackermann05.smt2" timeout 124
100 "clauses/lia/termination/binomial04.smt2" 2.074995788 0
088 "clauses/lia/termination/Ackermann06.smt2" timeout 124
108 "clauses/lia/termination/CE-1CFA00.smt2" 2.743151247 0
103 "clauses/lia/termination/CE-0CFA01.smt2" 1.090035806 0
104 "clauses/lia/termination/CE-0CFA02.smt2" 1.647733803 0
109 "clauses/lia/termination/CE-1CFA01.smt2" 3.108198057 0
099 "clauses/lia/termination/binomial03.smt2" 2.660546256 0
107 "clauses/lia/termination/CE-0CFA05.smt2" 11.752603280 0
092 "clauses/lia/termination/alias_partial03.smt2" 12.463276884 0
110 "clauses/lia/termination/CE-1CFA02.smt2" 2.743618897 0
111 "clauses/lia/termination/CE-1CFA03.smt2" 3.621109370 10
106 "clauses/lia/termination/CE-0CFA04.smt2" 7.521632377 0
112 "clauses/lia/termination/CE-1CFA04.smt2" 16.151341473 10
121 "clauses/lia/termination/CE-Jones_Bohr03.smt2" 1.978326052 0
114 "clauses/lia/termination/CE-1CFA06.smt2" 6.608859128 0
127 "clauses/lia/termination/Fibonacci01.smt2" 0.314993880 0
116 "clauses/lia/termination/CE-1CFA08.smt2" 8.004507926 0
115 "clauses/lia/termination/CE-1CFA07.smt2" 19.418235810 10
117 "clauses/lia/termination/CE-1CFA09.smt2" 13.493067276 10
126 "clauses/lia/termination/Fibonacci00.smt2" 0.181589378 0
118 "clauses/lia/termination/CE-Jones_Bohr00.smt2" 5.047874980 0
128 "clauses/lia/termination/Fibonacci02.smt2" 0.347076373 0
098 "clauses/lia/termination/binomial02.smt2" timeout 124
129 "clauses/lia/termination/Fibonacci03.smt2" 0.353992885 0
133 "clauses/lia/termination/indirect03.smt2" 0.695644279 0
113 "clauses/lia/termination/CE-1CFA05.smt2" 25.228452743 0
132 "clauses/lia/termination/indirect02.smt2" 0.765344004 0
138 "clauses/lia/termination/McCarthy9100.smt2" 0.163005026 0
101 "clauses/lia/termination/binomial05.smt2" timeout 124
130 "clauses/lia/termination/indirect00.smt2" 0.311240461 0
136 "clauses/lia/termination/indirectHO02.smt2" 0.834528759 0
139 "clauses/lia/termination/McCarthy9101.smt2" 0.315774578 0
140 "clauses/lia/termination/McCarthy9102.smt2" 0.339255856 0
141 "clauses/lia/termination/McCarthy9103.smt2" 0.369732946 0
137 "clauses/lia/termination/indirectHO03.smt2" 0.980643790 0
135 "clauses/lia/termination/indirectHO01.smt2" 1.743658092 0
125 "clauses/lia/termination/churchNum03.smt2" 2.377279936 0
146 "clauses/lia/termination/up_down00.smt2" 0.643065513 0
147 "clauses/lia/termination/up_down01.smt2" 0.786791709 0
144 "clauses/lia/termination/toChurch02.smt2" 1.589517844 0
143 "clauses/lia/termination/toChurch01.smt2" 1.789474961 0
131 "clauses/lia/termination/indirect01.smt2" 5.201314781 0
119 "clauses/lia/termination/CE-Jones_Bohr01.smt2" timeout 124
150 "clauses/lia/termination/up_down04.smt2" 0.772186565 0
151 "clauses/lia/termination/up_down05.smt2" 0.979362341 0
134 "clauses/lia/termination/indirectHO00.smt2" 0.339654870 0
154 "clauses/lia/termination/x_plus_2_pow_n00.smt2" 0.514617152 0
120 "clauses/lia/termination/CE-Jones_Bohr02.smt2" 17.878670574 0
159 "clauses/lia/termination/zip00.smt2" 0.528220629 0
157 "clauses/lia/termination/x_plus_2_pow_n03.smt2" 0.819200726 0
158 "clauses/lia/termination/x_plus_2_pow_n04.smt2" 0.880735689 0
153 "clauses/lia/termination/up_down07.smt2" 1.583847549 0
152 "clauses/lia/termination/up_down06.smt2" 1.583192290 0
156 "clauses/lia/termination/x_plus_2_pow_n02.smt2" 0.554892008 0
142 "clauses/lia/termination/toChurch00.smt2" 8.304569154 0
160 "clauses/lia/termination/zip01.smt2" 0.951313559 0
145 "clauses/lia/termination/toChurch03.smt2" 3.638027273 0
123 "clauses/lia/termination/churchNum01.smt2" timeout 124
124 "clauses/lia/termination/churchNum02.smt2" timeout 124
155 "clauses/lia/termination/x_plus_2_pow_n01.smt2" 2.363110429 0
148 "clauses/lia/termination/up_down02.smt2" 0.827934173 0
149 "clauses/lia/termination/up_down03.smt2" 0.635933001 0
122 "clauses/lia/termination/CE-Jones_Bohr04.smt2" timeout 124
161 "clauses/lia/termination/zip02.smt2" 1.090826865 0
