hoice debug {
  short: hoice_debug
  graph: hoice debug
  cmd: "hoice_dbg"
  validator: ```
#!/bin/bash
bench="$1"
code="$2"
out="$3"
err="$4"

# Unsafe
unsafe="10"
# Safe
safe="0"

if [ `cat $out | grep -e "^sat" | wc -l | tr -d ' '` -ne 0 ] ; then
  hoice --check $out $bench
  if [ `echo "$?"` -ne 0 ] ; then
    exit 2
  fi
  exit $safe
elif [ `cat $out | grep -e "^unsat" | wc -l | tr -d ' '` -ne 0 ] ; then
  exit $unsafe
else
  exit 2
fi
  
  ```
}
096 "clauses/lia/termination/binomial00.smt2" 24.547932396 0
086 "clauses/lia/termination/Ackermann04.smt2" timeout 124
087 "clauses/lia/termination/Ackermann05.smt2" timeout 124
097 "clauses/lia/termination/binomial01.smt2" 42.030843897 0
088 "clauses/lia/termination/Ackermann06.smt2" timeout 124
102 "clauses/lia/termination/CE-0CFA00.smt2" 27.899502288 0
105 "clauses/lia/termination/CE-0CFA03.smt2" 28.787212523 10
095 "clauses/lia/termination/append02.smt2" 96.098904324 0
094 "clauses/lia/termination/append01.smt2" 30.678058521 0
100 "clauses/lia/termination/binomial04.smt2" 60.910912725 0
108 "clauses/lia/termination/CE-1CFA00.smt2" 68.640102208 0
107 "clauses/lia/termination/CE-0CFA05.smt2" timeout 124
103 "clauses/lia/termination/CE-0CFA01.smt2" 27.805802311 0
104 "clauses/lia/termination/CE-0CFA02.smt2" 26.933090725 0
109 "clauses/lia/termination/CE-1CFA01.smt2" 69.074250449 0
099 "clauses/lia/termination/binomial03.smt2" 59.404342243 0
092 "clauses/lia/termination/alias_partial03.smt2" timeout 124
110 "clauses/lia/termination/CE-1CFA02.smt2" 70.368848061 0
098 "clauses/lia/termination/binomial02.smt2" timeout 124
111 "clauses/lia/termination/CE-1CFA03.smt2" 69.022923173 10
101 "clauses/lia/termination/binomial05.smt2" timeout 124
106 "clauses/lia/termination/CE-0CFA04.smt2" timeout 124
112 "clauses/lia/termination/CE-1CFA04.smt2" timeout 124
114 "clauses/lia/termination/CE-1CFA06.smt2" timeout 124
115 "clauses/lia/termination/CE-1CFA07.smt2" timeout 124
121 "clauses/lia/termination/CE-Jones_Bohr03.smt2" 50.578967090 0
116 "clauses/lia/termination/CE-1CFA08.smt2" timeout 124
117 "clauses/lia/termination/CE-1CFA09.smt2" timeout 124
113 "clauses/lia/termination/CE-1CFA05.smt2" timeout 124
127 "clauses/lia/termination/Fibonacci01.smt2" 8.564399519 0
118 "clauses/lia/termination/CE-Jones_Bohr00.smt2" timeout 124
126 "clauses/lia/termination/Fibonacci00.smt2" 4.410644943 0
119 "clauses/lia/termination/CE-Jones_Bohr01.smt2" timeout 124
128 "clauses/lia/termination/Fibonacci02.smt2" 10.545044750 0
129 "clauses/lia/termination/Fibonacci03.smt2" 9.338948338 0
133 "clauses/lia/termination/indirect03.smt2" 19.568502014 0
132 "clauses/lia/termination/indirect02.smt2" 17.357354671 0
138 "clauses/lia/termination/McCarthy9100.smt2" 4.252254881 0
136 "clauses/lia/termination/indirectHO02.smt2" 22.286398447 0
130 "clauses/lia/termination/indirect00.smt2" 8.956786274 0
139 "clauses/lia/termination/McCarthy9101.smt2" 8.353168719 0
140 "clauses/lia/termination/McCarthy9102.smt2" 9.344233883 0
141 "clauses/lia/termination/McCarthy9103.smt2" 9.469885756 0
137 "clauses/lia/termination/indirectHO03.smt2" 27.873510962 0
125 "clauses/lia/termination/churchNum03.smt2" 69.447990255 0
135 "clauses/lia/termination/indirectHO01.smt2" 48.427150198 0
123 "clauses/lia/termination/churchNum01.smt2" timeout 124
124 "clauses/lia/termination/churchNum02.smt2" timeout 124
146 "clauses/lia/termination/up_down00.smt2" 17.952517168 0
147 "clauses/lia/termination/up_down01.smt2" 22.619276811 0
144 "clauses/lia/termination/toChurch02.smt2" 45.132996858 0
143 "clauses/lia/termination/toChurch01.smt2" 45.352099135 0
131 "clauses/lia/termination/indirect01.smt2" timeout 124
150 "clauses/lia/termination/up_down04.smt2" 21.717123461 0
120 "clauses/lia/termination/CE-Jones_Bohr02.smt2" timeout 124
151 "clauses/lia/termination/up_down05.smt2" 22.836842331 0
134 "clauses/lia/termination/indirectHO00.smt2" 9.381096593 0
154 "clauses/lia/termination/x_plus_2_pow_n00.smt2" 13.425872412 0
159 "clauses/lia/termination/zip00.smt2" 14.847050560 0
122 "clauses/lia/termination/CE-Jones_Bohr04.smt2" timeout 124
157 "clauses/lia/termination/x_plus_2_pow_n03.smt2" 22.170689144 0
158 "clauses/lia/termination/x_plus_2_pow_n04.smt2" 24.261312443 0
142 "clauses/lia/termination/toChurch00.smt2" timeout 124
153 "clauses/lia/termination/up_down07.smt2" 43.890688880 0
152 "clauses/lia/termination/up_down06.smt2" 44.962344348 0
156 "clauses/lia/termination/x_plus_2_pow_n02.smt2" 15.620106261 0
145 "clauses/lia/termination/toChurch03.smt2" 99.829796410 0
160 "clauses/lia/termination/zip01.smt2" 27.435259124 0
155 "clauses/lia/termination/x_plus_2_pow_n01.smt2" 69.378119213 0
148 "clauses/lia/termination/up_down02.smt2" 23.018130034 0
149 "clauses/lia/termination/up_down03.smt2" 17.677615540 0
161 "clauses/lia/termination/zip02.smt2" 30.443869271 0
